stationid,city,temp,rain,wind,direction,date
10,Brasov,-15,0.74,58,S,2023-03-05
4,Constanta,36,0.01,70,SE,2023-03-27
5,Constanta,31,0.43,42,E,2023-03-15
4,Cluj-Napoca,40,0.35,110,E,2023-03-20
3,Brasov,7,0.8,109,E,2023-03-25
9,Cluj-Napoca,24,0.38,124,NE,2023-03-06
8,Constanta,-13,0.15,140,SE,2023-03-02
5,Bucuresti,35,0.82,17,SE,2023-03-20
9,Iasi,-15,0.7,71,NV,2023-03-07
9,Iasi,8,0.86,80,NE,2023-03-07
7,Suceava,-1,0.53,37,E,2023-03-04
7,Bucuresti,19,0.17,69,V,2023-03-14
9,Iasi,-9,0.87,52,NE,2023-03-14
3,Iasi,-6,0.6,63,E,2023-03-20
4,Iasi,34,0.48,76,SE,2023-03-09
3,Bucuresti,26,0.95,68,S,2023-03-24
2,Iasi,0,0.04,60,NE,2023-03-23
9,Galati,25,0.71,102,S,2023-03-02
6,Brasov,-2,0.09,132,NV,2023-03-10
4,Bucuresti,-16,0.21,71,SE,2023-03-19
1,Brasov,19,0.84,120,V,2023-03-06
4,Braila,6,0.62,27,E,2023-03-16
1,Suceava,2,0.6,32,N,2023-03-14
6,Braila,-1,0.93,92,E,2023-03-13
9,Brasov,-7,0.29,140,SV,2023-03-16
4,Constanta,36,0.6,95,N,2023-03-05
7,Braila,-10,0.86,25,NE,2023-03-14
4,Braila,-5,0.89,5,SV,2023-03-14
7,Bucuresti,9,0.62,107,S,2023-03-24
4,Bucuresti,33,0.6,5,SV,2023-03-25
10,Iasi,16,0.56,15,S,2023-03-18
3,Braila,-9,0.9,125,S,2023-03-23
9,Galati,8,0.92,67,NV,2023-03-27
2,Bucuresti,16,0.0,14,NE,2023-03-18
7,Suceava,5,0.14,121,NV,2023-03-18
7,Iasi,-20,0.92,36,SE,2023-03-19
10,Galati,-7,0.06,24,NE,2023-03-28
3,Cluj-Napoca,18,0.16,127,SE,2023-03-07
8,Bucuresti,35,0.07,71,SE,2023-03-04
7,Braila,38,0.53,133,NE,2023-03-09
7,Galati,37,0.53,62,SE,2023-03-09
10,Bucuresti,-6,0.33,133,V,2023-03-24
8,Braila,-11,0.21,113,SV,2023-03-05
10,Bucuresti,30,0.07,60,NV,2023-03-14
6,Bucuresti,13,0.64,23,S,2023-03-13
5,Iasi,-5,0.23,40,N,2023-03-11
6,Galati,35,0.1,112,N,2023-03-25
1,Brasov,-15,0.99,108,S,2023-03-28
4,Iasi,-16,0.44,94,E,2023-03-23
1,Braila,4,0.17,108,S,2023-03-15
10,Bucuresti,0,0.91,56,NV,2023-03-12
7,Suceava,27,0.07,28,V,2023-03-16
7,Suceava,-7,0.68,50,V,2023-03-08
1,Suceava,22,0.23,28,S,2023-03-07
8,Iasi,11,0.91,140,SV,2023-03-05
9,Galati,34,0.75,104,N,2023-03-11
6,Suceava,-13,0.8,25,NE,2023-03-29
6,Constanta,-14,0.15,129,NV,2023-03-27
6,Galati,3,0.29,125,SE,2023-03-29
4,Cluj-Napoca,15,0.48,66,E,2023-03-09
7,Brasov,28,0.18,76,SV,2023-03-21
6,Galati,-14,0.85,45,NE,2023-03-29
1,Suceava,27,0.91,35,SE,2023-03-19
3,Suceava,17,0.06,109,S,2023-03-27
2,Bucuresti,38,0.06,1,S,2023-03-08
7,Bucuresti,23,0.44,6,N,2023-03-13
3,Iasi,22,0.01,3,S,2023-03-07
5,Cluj-Napoca,32,0.67,38,V,2023-03-09
5,Braila,-16,0.44,88,E,2023-03-10
2,Brasov,-1,0.26,110,N,2023-03-07
6,Brasov,36,0.1,10,SV,2023-03-27
9,Galati,-9,0.64,139,E,2023-03-07
4,Braila,-15,0.87,10,NV,2023-03-12
9,Galati,24,0.49,7,V,2023-03-22
5,Constanta,34,0.76,91,SE,2023-03-05
5,Brasov,1,0.38,71,SE,2023-03-12
8,Cluj-Napoca,-4,0.21,91,NE,2023-03-19
5,Cluj-Napoca,31,0.14,83,NE,2023-03-23
3,Iasi,-18,0.43,45,SE,2023-03-21
8,Bucuresti,0,0.92,77,SE,2023-03-28
6,Iasi,35,0.79,96,SV,2023-03-30
4,Bucuresti,22,0.74,43,SV,2023-03-25
8,Cluj-Napoca,23,0.02,138,V,2023-03-26
6,Constanta,4,0.25,72,S,2023-03-23
4,Iasi,-9,0.79,12,SE,2023-03-29
5,Constanta,0,0.72,60,S,2023-03-21
10,Galati,32,0.99,112,NV,2023-03-15
6,Suceava,14,0.71,4,SV,2023-03-24
8,Constanta,12,0.36,129,V,2023-03-09
2,Constanta,11,0.64,12,NV,2023-03-19
3,Cluj-Napoca,10,0.21,110,S,2023-03-24
3,Braila,4,0.5,24,E,2023-03-11
6,Iasi,16,0.88,16,V,2023-03-04
8,Galati,4,0.24,59,N,2023-03-11
6,Iasi,-5,0.26,60,S,2023-03-18
2,Braila,-7,0.26,35,S,2023-03-30
3,Brasov,9,0.28,61,NE,2023-03-07
2,Iasi,19,0.64,94,V,2023-03-25
6,Constanta,4,0.27,119,N,2023-03-30
5,Brasov,-8,0.17,27,N,2023-03-06
1,Cluj-Napoca,-3,0.92,21,V,2023-03-05
9,Suceava,25,0.62,108,NE,2023-03-03
5,Bucuresti,30,0.22,52,SV,2023-03-21
5,Suceava,33,0.89,91,NE,2023-03-11
8,Suceava,11,0.6,38,SV,2023-03-24
6,Galati,27,0.38,66,NE,2023-03-14
4,Bucuresti,-13,0.22,27,S,2023-03-04
7,Braila,-11,0.24,28,SV,2023-03-30
9,Iasi,-14,0.89,132,SV,2023-03-15
5,Suceava,24,0.46,19,SE,2023-03-06
2,Suceava,4,0.35,38,N,2023-03-06
3,Galati,-14,0.71,82,N,2023-03-29
6,Cluj-Napoca,30,0.47,103,E,2023-03-07
7,Brasov,25,0.27,117,N,2023-03-05
2,Constanta,-11,0.49,135,E,2023-03-12
4,Bucuresti,28,0.39,75,SV,2023-03-20
10,Braila,-15,0.49,68,NV,2023-03-10
8,Bucuresti,38,0.25,88,N,2023-03-25
2,Suceava,23,0.94,111,SE,2023-03-11
10,Brasov,7,0.75,139,N,2023-03-27
9,Constanta,0,0.46,126,V,2023-03-16
9,Brasov,33,0.08,80,NV,2023-03-16
5,Iasi,24,0.65,15,SE,2023-03-09
6,Iasi,8,0.18,18,SE,2023-03-22
10,Iasi,26,0.39,64,NE,2023-03-03
1,Suceava,-20,0.03,54,N,2023-03-30
4,Constanta,-19,0.43,125,N,2023-03-18
3,Constanta,12,0.81,7,NE,2023-03-22
9,Galati,-2,0.96,57,N,2023-03-10
3,Constanta,39,0.6,12,N,2023-03-30
9,Braila,15,0.0,74,S,2023-03-16
10,Cluj-Napoca,-12,1.0,120,V,2023-03-12
9,Bucuresti,15,0.59,66,S,2023-03-11
4,Brasov,-11,0.35,40,SE,2023-03-29
4,Constanta,-12,0.19,29,E,2023-03-05
2,Brasov,4,0.57,54,V,2023-03-09
2,Bucuresti,27,0.5,1,NE,2023-03-20
4,Galati,22,0.86,48,E,2023-03-03
10,Brasov,33,0.0,31,N,2023-03-09
3,Brasov,18,0.34,88,E,2023-03-18
8,Brasov,-18,0.78,59,V,2023-03-13
2,Cluj-Napoca,7,0.36,85,V,2023-03-05
9,Iasi,-10,0.14,32,S,2023-03-12
9,Bucuresti,20,0.53,118,NV,2023-03-23
4,Iasi,-3,0.53,139,N,2023-03-21
7,Braila,7,0.28,18,NE,2023-03-25
1,Galati,3,0.03,92,N,2023-03-16
4,Constanta,26,0.86,50,E,2023-03-07
1,Braila,26,0.32,59,NE,2023-03-08
6,Bucuresti,0,0.85,26,NE,2023-03-09
3,Galati,20,0.61,117,V,2023-03-28
10,Bucuresti,-17,0.89,104,NE,2023-03-05
5,Braila,-1,0.8,45,S,2023-03-13
4,Galati,-5,0.88,80,NE,2023-03-26
6,Cluj-Napoca,1,0.58,68,S,2023-03-26
6,Cluj-Napoca,20,0.51,32,SV,2023-03-15
5,Constanta,37,0.2,133,NE,2023-03-06
3,Constanta,-12,0.61,93,V,2023-03-08
6,Bucuresti,17,0.9,52,N,2023-03-03
6,Suceava,-13,0.94,20,V,2023-03-01
9,Bucuresti,35,0.98,123,V,2023-03-18
2,Bucuresti,25,0.99,32,S,2023-03-07
5,Suceava,-10,0.43,79,NE,2023-03-25
4,Braila,37,0.46,54,SV,2023-03-01
6,Braila,28,0.53,49,E,2023-03-10
6,Galati,-12,0.23,83,SE,2023-03-30
4,Brasov,-9,0.55,24,N,2023-03-10
4,Bucuresti,9,0.52,121,E,2023-03-25
4,Bucuresti,-16,0.86,57,SV,2023-03-27
7,Bucuresti,11,0.93,50,E,2023-03-14
5,Constanta,34,0.77,137,NE,2023-03-04
4,Galati,37,0.64,34,S,2023-03-20
9,Braila,20,0.24,119,S,2023-03-10
5,Bucuresti,12,0.14,67,E,2023-03-07
2,Cluj-Napoca,-5,0.7,102,S,2023-03-20
8,Iasi,-6,0.6,81,N,2023-03-22
8,Braila,39,0.41,28,E,2023-03-08
7,Suceava,1,0.01,120,SE,2023-03-20
4,Bucuresti,3,0.4,73,NV,2023-03-06
9,Brasov,-9,0.76,28,V,2023-03-16
1,Brasov,-12,0.74,66,S,2023-03-23
6,Brasov,4,0.2,127,SV,2023-03-18
1,Galati,33,0.31,84,NE,2023-03-30
5,Iasi,30,0.95,137,S,2023-03-28
2,Galati,26,0.68,52,V,2023-03-25
7,Iasi,-5,0.32,22,V,2023-03-15
9,Iasi,29,0.76,7,SE,2023-03-26
1,Brasov,-2,0.96,116,V,2023-03-05
9,Brasov,35,0.02,135,NE,2023-03-17
7,Galati,0,0.97,37,E,2023-03-12
2,Constanta,-13,0.74,101,V,2023-03-11
3,Braila,-9,0.83,16,NV,2023-03-27
1,Brasov,12,0.59,74,S,2023-03-15
2,Iasi,14,0.77,64,E,2023-03-29
1,Bucuresti,-2,0.64,32,N,2023-03-12
3,Cluj-Napoca,24,0.31,39,N,2023-03-06
1,Iasi,1,0.92,130,SE,2023-03-30
8,Cluj-Napoca,-10,0.8,96,NV,2023-03-23
3,Braila,28,0.41,131,E,2023-03-30
3,Brasov,18,0.51,15,SE,2023-03-24
5,Cluj-Napoca,-5,0.21,50,NE,2023-03-23
8,Iasi,-8,0.65,92,NV,2023-03-22
2,Galati,10,0.61,115,NE,2023-03-25
7,Suceava,5,0.77,43,NE,2023-03-14
1,Braila,0,0.11,13,SV,2023-03-13
5,Cluj-Napoca,14,0.16,74,SE,2023-03-14
10,Constanta,14,0.82,90,SE,2023-03-29
10,Brasov,33,0.05,1,NE,2023-03-03
1,Brasov,-8,0.04,45,SE,2023-03-15
7,Cluj-Napoca,19,0.93,106,SE,2023-03-15
7,Brasov,-9,0.47,86,S,2023-03-28
2,Constanta,22,0.01,118,E,2023-03-11
3,Constanta,13,0.5,55,S,2023-03-16
10,Galati,19,0.39,77,SE,2023-03-17
5,Galati,-11,0.11,131,V,2023-03-17
10,Iasi,23,0.23,39,S,2023-03-17
7,Brasov,2,0.15,56,SE,2023-03-21
5,Galati,11,0.94,85,V,2023-03-23
1,Suceava,5,0.92,59,NE,2023-03-25
2,Braila,33,0.71,27,E,2023-03-27
10,Braila,17,0.94,68,SE,2023-03-20
1,Cluj-Napoca,34,0.8,101,SV,2023-03-28
5,Galati,-18,0.44,116,N,2023-03-05
6,Iasi,-12,0.67,133,E,2023-03-11
2,Bucuresti,36,0.92,106,N,2023-03-21
3,Cluj-Napoca,10,0.78,25,NE,2023-03-01
10,Suceava,23,0.97,22,E,2023-03-20
1,Constanta,23,0.69,87,S,2023-03-06
8,Constanta,23,0.87,21,NV,2023-03-12
1,Braila,32,0.9,104,SV,2023-03-06
5,Constanta,5,0.87,113,NV,2023-03-04
1,Cluj-Napoca,0,0.72,72,S,2023-03-13
5,Constanta,39,0.26,80,S,2023-03-25
4,Iasi,5,0.93,3,SV,2023-03-14
3,Bucuresti,16,0.88,58,E,2023-03-02
8,Galati,40,0.71,19,N,2023-03-20
3,Constanta,29,0.55,29,S,2023-03-24
8,Suceava,11,0.87,102,SE,2023-03-08
2,Galati,0,0.64,66,E,2023-03-05
4,Cluj-Napoca,6,0.07,140,V,2023-03-02
9,Cluj-Napoca,-15,0.79,72,SE,2023-03-03
10,Brasov,-15,0.32,99,S,2023-03-29
10,Cluj-Napoca,12,0.09,118,E,2023-03-04
8,Suceava,39,0.62,117,N,2023-03-12
10,Constanta,1,0.67,113,SE,2023-03-20
9,Iasi,-2,0.87,75,E,2023-03-26
5,Iasi,22,0.64,129,S,2023-03-12
1,Cluj-Napoca,-4,0.01,41,V,2023-03-26
5,Braila,31,0.67,17,SV,2023-03-20
5,Braila,23,0.3,89,E,2023-03-29
4,Suceava,40,0.25,128,N,2023-03-01
5,Constanta,18,0.94,122,E,2023-03-13
8,Brasov,21,0.94,120,S,2023-03-23
6,Galati,29,0.58,43,NE,2023-03-09
2,Constanta,11,0.98,72,N,2023-03-22
9,Constanta,-1,0.3,6,NE,2023-03-11
5,Suceava,-14,0.94,1,NV,2023-03-10
2,Cluj-Napoca,25,0.32,130,E,2023-03-09
6,Iasi,15,0.36,23,S,2023-03-01
3,Braila,7,0.33,108,SE,2023-03-26
6,Brasov,-12,0.86,92,E,2023-03-25
6,Iasi,-4,0.96,74,SE,2023-03-13
3,Constanta,10,0.24,81,SV,2023-03-12
5,Brasov,-2,0.22,140,NE,2023-03-17
7,Bucuresti,33,0.77,114,SV,2023-03-14
2,Brasov,2,0.04,35,N,2023-03-29
3,Iasi,2,0.06,99,NV,2023-03-16
8,Cluj-Napoca,-14,0.26,78,V,2023-03-02
10,Cluj-Napoca,-20,0.68,112,NE,2023-03-23
8,Iasi,37,0.34,134,S,2023-03-26
2,Suceava,-8,0.15,20,SV,2023-03-23
3,Cluj-Napoca,-8,0.04,27,E,2023-03-09
1,Galati,32,1.0,107,S,2023-03-01
2,Constanta,40,0.42,132,V,2023-03-23
3,Constanta,30,0.71,20,NV,2023-03-03
9,Constanta,36,0.11,134,N,2023-03-08
5,Constanta,-18,0.44,91,NE,2023-03-19
9,Cluj-Napoca,40,0.15,24,S,2023-03-13
2,Brasov,39,0.1,88,SE,2023-03-18
9,Bucuresti,-19,0.45,106,NV,2023-03-01
9,Galati,1,0.5,94,SE,2023-03-07
5,Bucuresti,-5,0.49,61,NV,2023-03-02
8,Constanta,1,0.46,89,NV,2023-03-06
10,Brasov,33,0.2,34,SE,2023-03-12
6,Braila,-8,0.51,87,S,2023-03-17
7,Braila,-5,0.09,104,SV,2023-03-07
8,Bucuresti,9,0.79,63,SV,2023-03-15
4,Bucuresti,-6,0.32,35,E,2023-03-15
9,Suceava,1,0.16,85,N,2023-03-16
2,Cluj-Napoca,5,0.75,101,NV,2023-03-11
4,Brasov,5,0.32,71,E,2023-03-06
8,Iasi,11,0.31,122,SV,2023-03-05
1,Galati,21,0.1,36,E,2023-03-09
9,Brasov,31,0.29,33,V,2023-03-17
2,Suceava,27,0.26,44,E,2023-03-03
2,Brasov,26,0.92,12,SE,2023-03-07
7,Iasi,12,0.62,27,V,2023-03-06
10,Brasov,14,0.82,26,N,2023-03-15
6,Bucuresti,-17,0.22,111,SE,2023-03-11
3,Suceava,39,0.04,11,N,2023-03-09
1,Constanta,-19,0.61,53,E,2023-03-24
2,Iasi,-11,0.49,3,S,2023-03-06
5,Cluj-Napoca,-12,0.86,74,V,2023-03-12
8,Suceava,-18,0.31,43,E,2023-03-28
4,Bucuresti,-11,0.31,45,SV,2023-03-13
3,Constanta,37,0.04,136,N,2023-03-03
10,Bucuresti,15,0.91,47,NE,2023-03-11
10,Suceava,19,0.83,12,E,2023-03-16
8,Constanta,-15,0.51,32,S,2023-03-02
10,Braila,-4,0.41,98,SE,2023-03-08
10,Braila,-3,0.94,8,NV,2023-03-05
10,Constanta,21,0.53,10,V,2023-03-07
1,Iasi,5,0.07,63,N,2023-03-27
1,Galati,39,0.25,100,V,2023-03-13
8,Bucuresti,31,0.91,44,SE,2023-03-05
5,Suceava,-18,0.34,115,N,2023-03-09
6,Braila,-16,0.08,55,E,2023-03-20
2,Cluj-Napoca,-16,0.39,94,S,2023-03-12
3,Brasov,16,0.32,127,N,2023-03-23
8,Cluj-Napoca,39,0.28,136,SE,2023-03-10
10,Cluj-Napoca,31,0.39,50,E,2023-03-07
8,Braila,3,0.44,113,SE,2023-03-20
5,Cluj-Napoca,-19,0.52,32,NV,2023-03-21
9,Constanta,-8,0.25,74,V,2023-03-23
4,Braila,7,0.42,89,V,2023-03-30
1,Constanta,7,0.08,133,NE,2023-03-09
3,Brasov,-9,0.28,36,NV,2023-03-18
2,Iasi,6,0.26,122,SV,2023-03-03
1,Iasi,16,0.55,6,SE,2023-03-28
6,Braila,-10,0.69,86,SE,2023-03-03
6,Cluj-Napoca,22,0.72,46,V,2023-03-04
10,Galati,-2,0.41,91,NV,2023-03-06
6,Constanta,35,0.08,111,NV,2023-03-29
10,Iasi,34,0.65,65,E,2023-03-11
8,Brasov,4,0.87,39,V,2023-03-08
8,Brasov,3,0.59,63,S,2023-03-17
8,Iasi,14,0.7,22,SE,2023-03-08
1,Bucuresti,9,0.4,130,SE,2023-03-03
3,Constanta,26,0.61,85,E,2023-03-05
2,Bucuresti,-18,0.25,92,V,2023-03-07
9,Iasi,2,0.22,73,S,2023-03-28
8,Constanta,8,0.15,96,E,2023-03-05
7,Cluj-Napoca,18,0.19,35,NV,2023-03-03
5,Brasov,14,0.87,7,E,2023-03-12
10,Galati,25,1.0,113,N,2023-03-01
2,Iasi,31,0.63,126,SV,2023-03-10
10,Braila,-14,0.08,75,E,2023-03-26
3,Bucuresti,-18,0.71,54,NV,2023-03-24
8,Cluj-Napoca,32,0.07,46,SV,2023-03-30
3,Constanta,7,0.36,128,NV,2023-03-19
6,Braila,-18,0.31,59,V,2023-03-26
6,Cluj-Napoca,14,0.85,133,V,2023-03-18
4,Cluj-Napoca,35,0.28,98,V,2023-03-16
10,Suceava,12,0.86,119,NE,2023-03-24
1,Iasi,9,0.78,122,V,2023-03-20
2,Braila,38,0.55,24,E,2023-03-04
8,Constanta,4,0.1,93,N,2023-03-03
5,Constanta,-8,0.56,31,S,2023-03-25
7,Bucuresti,-7,0.56,81,NE,2023-03-18
3,Brasov,-9,0.07,60,SE,2023-03-07
6,Cluj-Napoca,23,0.76,113,NV,2023-03-10
1,Bucuresti,19,1.0,125,SV,2023-03-03
5,Brasov,-20,0.92,86,NV,2023-03-26
7,Constanta,-17,0.15,39,S,2023-03-11
6,Suceava,37,0.55,110,E,2023-03-03
10,Brasov,-12,0.64,59,NE,2023-03-28
1,Bucuresti,27,0.59,140,S,2023-03-25
2,Cluj-Napoca,24,0.35,121,SV,2023-03-29
6,Constanta,3,0.91,133,NE,2023-03-14
3,Iasi,-4,0.17,29,E,2023-03-22
7,Constanta,32,0.63,89,SE,2023-03-24
7,Galati,-16,0.09,103,NV,2023-03-13
2,Suceava,-7,0.94,59,V,2023-03-29
2,Galati,40,0.14,106,SE,2023-03-14
9,Iasi,1,0.22,95,E,2023-03-11
10,Suceava,-10,0.54,67,E,2023-03-12
10,Braila,11,0.89,122,N,2023-03-06
6,Bucuresti,25,0.84,98,NE,2023-03-23
6,Bucuresti,-8,0.32,101,S,2023-03-23
3,Brasov,14,0.04,58,S,2023-03-13
8,Suceava,18,0.4,135,SE,2023-03-11
2,Braila,20,0.8,42,SV,2023-03-05
8,Brasov,-9,0.7,18,S,2023-03-19
1,Suceava,-3,0.81,94,S,2023-03-26
10,Iasi,-7,0.03,80,V,2023-03-07
3,Cluj-Napoca,14,0.07,96,NE,2023-03-11
2,Bucuresti,36,0.95,21,NE,2023-03-18
6,Cluj-Napoca,2,0.8,23,S,2023-03-08
5,Brasov,0,0.29,51,NV,2023-03-05
6,Cluj-Napoca,-17,0.8,74,N,2023-03-20
4,Iasi,30,0.67,99,N,2023-03-08
9,Braila,-6,0.14,43,SE,2023-03-08
3,Suceava,16,0.21,127,SV,2023-03-09
4,Constanta,1,0.68,86,N,2023-03-26
3,Suceava,8,0.48,24,V,2023-03-11
6,Constanta,-20,0.28,37,S,2023-03-11
5,Bucuresti,-5,0.99,5,E,2023-03-22
4,Constanta,-3,0.35,27,NV,2023-03-27
1,Bucuresti,-16,0.4,22,N,2023-03-06
1,Braila,5,0.24,12,SE,2023-03-19
6,Galati,24,0.53,18,NV,2023-03-08
7,Galati,39,0.1,50,S,2023-03-05
8,Suceava,30,0.93,136,NV,2023-03-08
4,Cluj-Napoca,21,1.0,75,S,2023-03-16
3,Galati,20,0.8,42,NV,2023-03-06
1,Constanta,39,0.57,84,SV,2023-03-14
4,Brasov,2,0.79,135,S,2023-03-23
9,Suceava,14,0.51,121,N,2023-03-05
9,Braila,0,0.6,1,N,2023-03-12
8,Galati,9,0.52,50,SE,2023-03-17
3,Brasov,3,0.48,140,SE,2023-03-26
5,Cluj-Napoca,28,0.02,75,S,2023-03-19
9,Cluj-Napoca,34,0.35,98,E,2023-03-02
5,Iasi,40,0.09,80,SE,2023-03-16
10,Brasov,4,0.04,106,NE,2023-03-02
3,Suceava,2,0.52,20,SV,2023-03-11
1,Braila,-18,0.01,37,V,2023-03-20
8,Suceava,-11,0.16,133,NV,2023-03-13
5,Constanta,40,0.29,80,S,2023-03-06
10,Braila,-12,0.34,95,V,2023-03-18
1,Braila,11,0.66,35,E,2023-03-20
3,Suceava,29,0.96,101,E,2023-03-19
5,Galati,35,0.17,43,N,2023-03-17
4,Suceava,30,0.16,32,V,2023-03-13
10,Brasov,27,0.32,16,NV,2023-03-13
1,Bucuresti,16,0.18,108,S,2023-03-08
7,Suceava,7,0.34,73,SE,2023-03-15
4,Iasi,25,0.74,48,NV,2023-03-28
6,Braila,15,0.83,31,E,2023-03-14
6,Braila,21,0.49,52,V,2023-03-25
7,Brasov,23,0.41,59,S,2023-03-19
5,Bucuresti,21,0.71,60,S,2023-03-18
10,Constanta,21,0.53,123,NV,2023-03-29
9,Galati,15,0.35,23,S,2023-03-18
9,Galati,9,0.13,19,S,2023-03-05
2,Iasi,9,0.72,92,NV,2023-03-03
5,Suceava,-13,0.29,107,S,2023-03-01
2,Cluj-Napoca,3,0.21,137,NE,2023-03-19
8,Cluj-Napoca,2,0.11,30,V,2023-03-20
6,Constanta,35,0.76,2,S,2023-03-16
4,Constanta,-18,0.09,42,V,2023-03-08
6,Galati,23,0.28,114,SV,2023-03-09
1,Suceava,2,0.44,19,NE,2023-03-16
9,Iasi,1,0.63,81,E,2023-03-04
1,Suceava,-6,0.87,118,SE,2023-03-10
4,Brasov,17,0.07,82,SV,2023-03-02
2,Cluj-Napoca,32,0.14,84,SV,2023-03-16
4,Galati,6,0.19,3,N,2023-03-29
3,Bucuresti,-14,0.36,8,V,2023-03-07
4,Suceava,3,0.85,118,S,2023-03-21
6,Brasov,0,0.3,119,SV,2023-03-22
4,Iasi,13,0.18,38,N,2023-03-21
6,Constanta,29,0.48,74,S,2023-03-18
2,Brasov,36,0.74,36,SV,2023-03-06
1,Suceava,0,0.87,55,NE,2023-03-15
2,Iasi,-1,0.32,107,NE,2023-03-19
2,Suceava,-15,0.17,61,NE,2023-03-21
3,Braila,-20,0.87,86,V,2023-03-27
5,Suceava,-5,0.87,102,S,2023-03-21
6,Suceava,33,0.69,96,SV,2023-03-19
10,Cluj-Napoca,-8,0.04,30,SE,2023-03-30
2,Suceava,39,0.33,138,SV,2023-03-23
8,Iasi,-11,0.86,82,S,2023-03-04
9,Iasi,-14,0.06,90,N,2023-03-06
7,Iasi,14,0.47,55,N,2023-03-09
2,Brasov,34,0.02,34,SE,2023-03-05
9,Brasov,33,0.66,82,E,2023-03-16
2,Constanta,3,0.16,63,V,2023-03-07
4,Constanta,-19,0.31,82,V,2023-03-08
1,Constanta,-12,0.16,78,NV,2023-03-13
8,Cluj-Napoca,-17,0.09,15,N,2023-03-30
10,Constanta,27,0.23,14,N,2023-03-10
6,Cluj-Napoca,29,0.92,130,SV,2023-03-28
1,Bucuresti,-2,0.65,138,V,2023-03-09
5,Braila,37,0.4,11,S,2023-03-17
1,Brasov,25,0.4,92,E,2023-03-02
5,Iasi,-5,0.93,30,E,2023-03-24
6,Bucuresti,35,0.59,54,E,2023-03-22
1,Braila,5,0.54,96,V,2023-03-23
7,Constanta,-12,0.21,38,NV,2023-03-07
1,Braila,3,0.59,70,NE,2023-03-24
10,Cluj-Napoca,21,0.58,29,E,2023-03-27
9,Suceava,37,0.53,1,SV,2023-03-09
6,Iasi,27,0.92,90,N,2023-03-20
8,Constanta,10,0.12,57,E,2023-03-11
2,Galati,1,0.98,106,S,2023-03-10
5,Bucuresti,18,0.83,14,S,2023-03-10
7,Galati,2,0.05,14,NE,2023-03-06
3,Bucuresti,-20,0.92,6,SV,2023-03-11
7,Brasov,-18,0.43,81,SV,2023-03-29
4,Galati,-20,0.9,65,NV,2023-03-24
5,Cluj-Napoca,-15,0.07,61,NE,2023-03-14
7,Suceava,28,0.1,58,SE,2023-03-28
10,Bucuresti,-1,0.14,11,SV,2023-03-10
5,Cluj-Napoca,10,0.84,18,E,2023-03-12
6,Iasi,14,0.94,121,SV,2023-03-28
3,Iasi,9,0.93,99,V,2023-03-16
10,Bucuresti,15,0.74,121,N,2023-03-07
10,Iasi,8,0.81,134,NE,2023-03-15
9,Galati,4,0.05,22,E,2023-03-11
9,Galati,14,0.37,102,SE,2023-03-13
9,Galati,37,0.96,108,SV,2023-03-14
10,Bucuresti,13,0.5,61,NE,2023-03-17
5,Constanta,27,0.18,135,N,2023-03-28
4,Brasov,-17,0.9,16,NE,2023-03-23
7,Brasov,16,0.48,66,S,2023-03-15
7,Iasi,26,0.4,40,V,2023-03-15
7,Iasi,37,0.44,112,NE,2023-03-03
4,Braila,0,0.41,69,SE,2023-03-19
9,Iasi,0,0.61,87,NE,2023-03-15
2,Constanta,1,0.68,105,NE,2023-03-15
9,Galati,-13,0.12,89,S,2023-03-04
10,Galati,3,0.69,108,V,2023-03-21
2,Bucuresti,-14,0.67,46,SE,2023-03-13
4,Constanta,-6,0.93,36,NE,2023-03-08
7,Galati,-17,0.21,91,SE,2023-03-05
3,Brasov,-18,0.23,37,S,2023-03-19
2,Iasi,18,0.64,17,V,2023-03-13
8,Iasi,33,0.89,15,SV,2023-03-17
5,Constanta,-20,0.58,8,E,2023-03-17
7,Galati,35,0.92,35,N,2023-03-29
3,Constanta,-16,0.59,140,N,2023-03-18
9,Galati,10,0.97,73,NV,2023-03-24
7,Braila,19,0.41,15,NE,2023-03-14
9,Cluj-Napoca,-5,0.99,132,E,2023-03-12
3,Bucuresti,15,0.4,11,SE,2023-03-08
9,Iasi,38,0.6,103,NV,2023-03-08
4,Bucuresti,37,0.06,97,E,2023-03-21
10,Iasi,36,0.42,78,N,2023-03-21
7,Suceava,39,0.09,69,NV,2023-03-19
1,Iasi,-9,0.34,128,E,2023-03-23
3,Bucuresti,10,0.88,73,S,2023-03-01
7,Iasi,-17,0.32,97,SV,2023-03-07
1,Constanta,33,0.44,128,NV,2023-03-29
10,Constanta,32,0.23,41,V,2023-03-06
5,Constanta,16,0.89,5,V,2023-03-01
10,Braila,-8,0.86,58,V,2023-03-06
9,Bucuresti,11,0.51,66,SV,2023-03-27
8,Suceava,-20,0.9,93,V,2023-03-25
2,Constanta,-18,0.86,122,V,2023-03-14
7,Constanta,32,0.6,20,NV,2023-03-17
6,Constanta,29,0.09,134,S,2023-03-07
6,Brasov,0,0.14,4,NV,2023-03-14
4,Iasi,36,1.0,20,V,2023-03-02
5,Constanta,11,0.37,117,E,2023-03-07
4,Constanta,24,0.13,62,SE,2023-03-29
9,Suceava,16,0.52,135,SV,2023-03-08
8,Galati,20,0.26,79,N,2023-03-15
3,Constanta,18,0.12,114,SV,2023-03-18
1,Brasov,-14,0.66,85,SE,2023-03-27
